x,y,R,G,B
21,250,32,29,35
378,237,210,211,234
628,294,43,44,46
243,394,41,45,46
774,380,43,45,47
535,168,46,45,51
1087,39,197,198,206
139,339,37,37,38
1055,316,49,51,52
539,414,44,41,44
1187,367,238,236,250
714,468,146,138,141
1054,244,49,47,54
554,451,141,136,149
112,387,44,44,46
383,225,209,210,230
438,381,45,44,50
471,99,45,41,44
713,484,149,141,150
392,215,127,136,158
254,35,122,131,150
164,9,156,138,159
430,485,16,21,17
236,353,41,42,46
280,210,181,183,196
929,245,42,47,51
615,271,41,46,47
621,329,41,44,47
1183,68,236,235,252
640,464,164,170,190
924,24,199,141,90
1059,429,49,49,51
862,66,48,49,52
781,228,231,239,247
1077,186,240,244,253
857,201,46,46,50
1035,492,51,50,54
1176,204,240,235,253
451,246,220,216,239
473,49,39,39,43
86,316,38,30,34
334,394,42,43,47
87,415,45,44,49
467,111,38,42,42
140,337,36,37,39
887,406,47,46,47
87,337,35,38,36
17,155,167,26,37
500,238,215,213,232
440,40,40,38,41
800,390,43,47,47
752,176,47,48,50
597,495,175,175,187
1147,87,235,232,249
919,53,83,78,70
267,450,60,60,53
742,399,47,44,48
781,99,48,46,49
143,229,62,51,73
633,155,45,45,48
921,50,98,96,90
474,99,44,41,44
546,346,41,43,46
631,484,172,174,198
835,128,40,46,51
1021,454,44,46,53
456,242,66,58,64
300,307,43,41,47
507,73,22,25,31
821,131,43,46,49
1165,414,235,234,248
1000,235,44,48,50
442,23,56,45,40
326,98,31,29,30
879,0,73,67,62
233,475,56,57,53
26,83,119,110,121
447,98,43,41,42
973,296,47,47,50
1182,357,239,237,253
461,136,40,44,44
184,469,58,53,50
239,152,38,28,32
1099,136,241,239,255
314,297,45,43,46
315,217,195,191,213
312,106,32,23,30
148,481,49,49,47
1086,105,59,59,60
116,171,241,242,255
1025,443,47,49,52
1119,287,229,227,244
124,226,196,194,215
1088,321,239,233,245
79,401,47,44,47
782,85,48,46,52
380,92,36,31,30
817,477,165,164,180
632,76,44,45,48
460,91,42,41,44
179,347,44,42,44
370,298,44,45,47
885,397,47,46,48
354,275,47,43,48
216,209,185,185,199
548,79,43,44,46
647,198,239,237,255
671,417,42,44,47
243,199,43,40,56
742,144,47,46,53
1097,319,238,238,255
281,386,41,44,48
464,225,230,228,251
