x,y,R,G,B
923,45,107,105,96
739,40,51,47,52
1048,460,49,48,53
37,351,40,41,45
693,410,43,44,46
691,411,44,46,46
456,391,52,48,52
234,69,191,189,214
131,25,29,28,32
254,40,130,133,151
62,100,152,21,36
1187,202,236,236,253
325,428,57,55,48
38,38,229,227,252
94,358,40,40,41
274,375,46,43,44
675,462,98,75,54
957,437,118,120,161
954,96,47,47,52
1020,411,48,48,53
611,219,232,229,254
423,401,48,45,49
905,360,47,45,49
423,454,169,162,167
86,286,37,34,39
472,339,54,51,51
90,234,207,207,228
790,378,43,44,47
691,116,44,44,49
235,476,48,47,46
1048,134,50,48,54
428,409,45,42,48
136,262,213,211,235
377,281,45,44,47
93,467,78,72,62
415,399,42,42,45
367,48,34,24,28
984,228,45,46,49
408,275,53,52,55
271,183,188,184,203
218,388,44,44,47
417,146,44,41,46
92,259,216,213,236
391,388,44,44,47
337,391,43,41,45
43,469,47,48,53
814,222,243,240,255
57,474,44,45,52
894,397,46,45,50
1057,67,94,79,64
590,345,44,43,47
738,163,45,47,48
558,103,45,42,45
121,22,27,26,29
1196,470,236,234,247
919,172,47,46,51
494,153,23,25,32
301,172,187,186,204
873,175,48,47,52
1001,190,49,48,53
16,261,32,28,27
1025,45,98,77,62
53,435,52,52,51
103,310,33,31,34
620,352,44,45,49
67,160,166,31,36
715,357,46,46,50
1109,485,225,226,247
326,378,43,42,46
62,314,34,35,35
998,499,45,50,53
978,80,60,57,56
775,284,48,48,51
104,361,41,39,45
1046,72,88,76,63
563,378,44,43,47
1180,338,236,235,249
73,257,41,32,36
1113,262,231,228,245
1057,156,48,49,52
369,149,41,37,42
583,126,45,44,49
1000,22,123,92,67
672,114,45,47,50
243,3,176,165,188
606,149,43,43,49
83,35,122,112,122
48,228,33,31,32
704,372,44,44,46
1128,361,230,228,246
1156,59,235,234,249
1171,361,238,235,254
627,326,46,44,46
236,152,32,26,30
873,450,45,46,51
317,351,42,44,47
142,439,48,48,51
447,422,49,43,45
635,434,41,43,46
605,10,52,49,50
1128,409,229,226,245
1087,3,254,251,255
622,114,45,45,48
439,130,42,41,46
394,277,45,46,49
559,401,44,42,43
1154,57,233,233,249
471,85,40,42,43
272,488,88,75,54
419,437,58,54,48
277,202,84,70,100
1156,445,235,232,249
57,171,171,34,40
990,99,50,46,53
1093,240,240,241,255
1089,7,251,247,255
509,224,219,219,239
920,9,135,84,65
451,321,45,47,49
262,470,111,100,79
823,395,47,45,48
165,16,161,143,166
28,10,224,223,246
204,352,38,43,46
677,208,237,236,255
623,484,174,172,183
1107,111,236,231,249
226,325,47,44,47
286,201,128,126,128
18,337,42,40,43
988,327,47,46,49
675,201,236,236,255
850,373,47,46,49
936,395,47,46,49
126,428,51,49,52
12,373,44,44,50
10,203,30,30,33
363,454,88,79,73
6,344,47,42,44
1191,115,240,236,252
904,388,45,46,49
544,35,46,45,46
868,134,46,44,53
772,359,43,43,49
10,339,41,41,45
793,86,49,47,49
441,348,46,44,48
660,204,236,235,255
45,143,160,25,37
7,399,41,44,48
123,228,57,48,70
928,391,44,48,46
49,257,37,30,33
227,32,101,90,108
889,1,98,89,76
1048,299,52,51,58
1129,359,230,231,244
274,262,201,198,221
203,261,205,203,225
507,185,218,215,234
1116,403,234,231,248
279,487,85,75,54
995,41,115,88,67
437,102,40,39,41
1108,286,234,231,250
157,192,137,134,151
650,382,45,44,48
125,417,48,47,49
899,334,44,47,51
68,124,152,27,37
689,335,47,47,51
522,90,46,46,48
79,465,62,52,51
75,440,45,47,50
912,94,45,47,51
1060,64,109,94,84
899,161,45,46,51
136,193,186,190,203
228,467,90,87,59
1116,318,234,231,247
889,178,49,47,51
876,428,103,110,138
8,437,48,50,52
418,477,154,140,140
730,66,45,45,50
1042,188,49,50,55
688,181,208,209,230
104,151,196,188,209
1125,406,231,230,245
890,33,108,105,103
867,33,102,97,95
1109,192,237,238,254
382,350,44,44,46
833,43,90,81,66
879,357,51,50,54
973,213,47,46,51
899,238,242,240,255
472,131,43,43,46
553,348,39,41,45
147,402,42,42,46
322,120,29,30,32
984,472,47,46,53
541,88,41,46,46
937,398,46,46,47
524,338,40,42,45
712,386,43,48,48
720,195,241,238,255
132,197,84,75,85
626,298,41,45,47
877,244,193,199,245
92,21,111,101,113
956,155,44,47,51
818,418,53,51,59
175,425,106,107,93
1029,231,46,48,51
973,260,43,48,51
656,58,44,47,48
13,242,32,30,31
850,304,44,46,49
399,391,43,44,47
1019,399,47,46,49
187,105,117,119,137
536,124,44,44,48
1030,162,47,49,54
211,191,187,184,205
1011,383,46,46,51
863,481,167,154,95
414,360,41,43,46
733,80,47,45,49
83,57,190,186,202
874,376,48,47,49
253,182,189,183,202
580,78,44,44,45
900,53,101,96,91
427,417,50,44,50
991,357,48,44,51
64,138,156,27,41
550,450,156,155,168
241,397,47,45,50
569,361,45,43,43
819,116,46,47,49
195,364,43,42,45
819,130,47,45,50
394,254,211,215,236
830,283,48,46,50
1105,91,237,234,254
184,143,35,35,39
485,340,44,42,48
684,293,42,46,48
422,191,216,213,235
1118,317,228,229,244
713,171,43,49,49
548,415,42,41,43
413,244,62,54,59
948,341,46,45,50
1068,232,49,50,56
1017,177,45,50,55
132,185,218,218,243
1129,479,226,224,239
112,244,210,206,233
649,398,44,41,47
625,443,72,64,54
1098,145,242,241,255
422,40,36,33,36
355,260,210,212,232
1163,215,237,233,250
87,14,112,100,111
681,349,41,44,48
998,86,49,51,52
710,125,44,46,50
760,284,44,46,47
116,199,221,220,249
727,428,45,48,51
974,343,46,48,48
196,480,45,44,45
306,480,83,77,63
410,499,187,188,200
1035,230,45,49,52
107,467,46,48,47
1020,245,50,47,51
517,434,164,168,185
532,279,42,45,49
143,469,45,46,48
798,352,49,46,51
922,154,50,47,50
753,450,42,47,48
1057,57,94,81,73
572,209,58,58,64
453,130,43,44,45
693,189,238,236,255
15,343,43,40,45
54,150,185,151,164
1021,224,46,48,52
1060,493,49,52,54
164,455,49,49,50
206,287,41,43,46
809,50,50,51,54
562,52,44,44,46
88,436,43,46,49
264,486,82,71,50
217,213,137,130,135
484,344,43,43,47
199,255,200,199,221
1005,457,47,48,51
1142,157,231,230,243
95,98,154,28,35
1121,432,232,229,248
602,201,233,231,255
724,326,45,47,50
974,175,47,48,49
84,252,215,215,236
58,363,42,41,46
553,201,227,230,246
127,415,43,45,45
341,198,192,192,213
356,166,42,41,42
289,375,45,43,47
20,469,44,48,51
663,15,50,51,50
677,324,46,44,48
255,131,29,27,28
1125,304,231,228,244
677,359,47,45,48
938,467,48,48,48
122,498,42,44,49
605,395,41,41,44
108,277,40,35,40
13,243,34,28,30
346,391,41,41,45
877,157,47,47,50
994,447,50,42,78
110,0,111,99,115
1101,92,241,237,255
390,226,210,210,234
984,91,49,49,51
633,319,45,45,46
458,119,44,42,46
154,315,35,33,38
995,361,45,45,49
807,374,45,47,48
856,164,48,44,51
1018,125,46,49,50
1174,117,240,235,252
1142,219,230,232,245
356,393,41,42,44
463,49,43,38,41
931,96,44,47,51
86,397,43,45,45
1059,404,44,49,52
1070,308,50,52,57
143,100,145,135,153
822,231,154,153,182
676,104,44,48,49
116,254,215,212,236
1060,166,49,51,56
995,485,50,49,54
384,303,45,44,46
521,281,47,44,49
34,281,36,32,33
572,147,44,45,47
472,51,38,40,44
621,412,40,43,45
56,216,117,113,119
527,459,161,157,171
703,382,43,45,49
841,457,48,47,46
698,454,88,79,55
331,189,192,192,213
844,474,51,52,53
1146,82,235,232,246
581,357,42,43,43
488,471,114,116,103
774,62,48,47,49
1063,130,50,50,53
181,355,44,42,44
473,473,178,179,195
976,258,48,47,48
53,126,152,25,32
483,176,48,44,50
791,57,47,48,50
758,79,44,46,47
712,434,43,44,48
880,244,62,60,68
1140,482,230,228,243
374,40,34,29,26
1121,232,232,231,247
583,426,43,44,46
1181,196,238,236,251
1155,413,235,234,251
767,153,48,46,51
1093,205,242,240,252
255,221,194,187,211
224,81,114,116,133
1097,485,236,235,253
1024,20,103,79,63
173,244,202,198,221
674,309,49,46,50
872,440,45,48,52
1055,86,66,61,58
791,443,46,47,50
545,25,47,47,46
549,105,43,45,45
692,216,237,237,255
1075,205,49,53,56
736,144,44,48,49
693,463,121,97,66
519,320,40,44,46
248,229,156,153,181
927,157,49,47,53
1048,282,167,160,134
307,454,71,68,53
94,308,38,34,39
1000,331,46,47,51
949,139,46,46,51
992,24,120,91,66
711,255,227,227,227
881,416,46,46,51
1037,122,50,47,51
509,469,110,107,95
692,228,239,237,255
951,272,46,46,50
1088,52,58,61,63
842,420,98,92,62
130,453,52,49,50
435,135,43,41,45
949,194,48,47,50
292,174,189,184,205
930,145,43,49,52
1045,182,50,51,55
1126,45,229,228,245
1021,154,49,49,52
1068,387,55,53,54
736,187,132,125,139
101,482,46,47,50
1112,379,234,232,249
1098,266,233,231,251
533,463,138,137,150
110,257,218,214,238
1100,299,233,234,253
829,304,45,47,52
105,195,194,193,219
944,332,51,44,49
913,268,207,214,253
768,106,45,47,48
744,476,132,132,116
499,125,48,42,49
300,197,191,187,205
812,428,43,46,53
246,25,204,194,215
437,450,22,18,19
1064,489,50,50,53
587,74,41,46,47
579,399,41,43,45
1051,455,50,49,52
78,70,180,183,202
1049,461,49,49,53
205,85,110,113,131
153,127,214,215,236
330,200,73,66,86
203,129,36,36,39
984,449,47,48,51
476,18,83,64,51
955,309,44,45,48
207,294,41,41,43
422,418,42,45,46
1030,227,50,47,52
176,263,207,205,229
434,186,160,154,166
588,291,39,42,45
1033,51,104,89,71
857,204,45,48,51
720,251,241,238,255
104,267,40,37,38
131,442,48,50,49
608,220,133,126,128
1001,187,47,47,51
936,363,47,46,51
945,62,107,106,102
1188,146,239,237,254
968,381,47,47,52
136,409,45,45,48
660,326,38,43,46
