x,y,R,G,B
151,64,150,134,155
214,37,167,34,46
1184,394,238,237,252
40,408,44,45,49
388,312,39,44,48
318,212,64,49,68
686,172,48,46,51
800,499,154,150,168
11,107,142,20,30
726,272,46,47,47
256,308,46,42,45
1029,189,48,48,52
860,10,94,91,86
802,216,241,239,255
107,350,38,37,43
295,297,43,44,47
32,359,42,44,44
69,484,75,71,66
418,102,41,39,41
284,328,38,44,42
791,323,47,47,49
953,210,46,45,52
469,111,44,45,44
749,341,44,47,48
1105,206,242,237,255
342,268,204,204,229
584,138,44,45,47
87,272,34,33,33
382,216,205,207,221
155,83,161,151,171
566,307,44,45,46
358,155,35,37,37
748,389,45,45,48
703,176,49,48,52
687,475,113,86,63
215,115,35,35,41
486,324,45,43,48
683,479,109,83,65
955,53,66,57,58
1108,33,236,237,253
973,416,48,46,50
1093,135,240,235,254
1139,100,233,228,245
1180,470,233,234,249
935,44,82,67,60
26,124,151,23,30
771,378,43,46,50
679,95,46,45,48
634,122,41,46,46
721,124,45,45,48
616,225,180,169,178
482,315,47,46,49
1058,85,65,63,60
880,419,50,47,51
291,298,40,44,44
121,441,52,50,53
1177,226,234,235,252
749,29,51,47,52
226,76,105,107,124
527,436,151,152,168
541,315,40,44,47
861,78,46,47,51
24,396,44,46,48
216,468,48,46,48
96,77,156,137,156
222,264,204,203,224
819,493,165,160,160
39,483,45,47,46
1039,138,51,48,54
866,462,49,47,52
925,354,46,46,51
1132,64,228,228,244
714,374,43,46,45
866,335,48,45,49
518,55,33,28,34
132,74,160,145,166
161,45,148,129,153
759,287,49,46,51
738,149,47,46,51
402,153,44,40,44
344,343,44,43,46
914,179,48,48,51
532,92,45,43,47
808,476,164,162,172
1113,495,229,226,246
52,280,33,33,32
131,381,42,42,47
13,402,46,46,51
1016,39,96,77,63
141,120,198,190,209
937,297,48,45,51
257,451,63,59,52
704,274,45,47,47
964,73,72,62,59
243,142,33,28,32
422,149,42,41,46
239,182,188,184,206
804,79,46,48,53
173,374,45,43,47
721,288,47,45,49
601,174,47,46,51
492,71,46,42,47
586,31,42,45,47
229,451,59,61,53
881,112,48,47,51
833,128,47,47,51
154,466,122,105,69
728,333,46,45,49
356,91,31,29,30
1053,448,50,50,52
295,82,33,25,32
604,150,47,47,48
1152,115,234,233,248
982,269,47,48,51
975,73,76,65,60
508,14,81,61,50
362,246,166,171,204
978,212,48,46,49
729,260,235,238,255
644,87,45,44,50
307,27,52,50,54
1182,342,237,237,253
148,143,136,142,160
1042,455,43,48,52
1106,27,237,238,255
577,108,45,48,49
839,59,54,53,51
1105,94,236,233,252
55,161,168,27,34
260,489,88,76,54
761,235,186,179,234
909,471,44,48,50
599,108,42,44,45
27,186,93,92,100
634,355,48,44,47
573,317,43,43,47
146,144,188,180,200
8,27,224,225,250
185,117,201,205,226
60,437,49,49,53
680,155,46,47,49
215,319,42,43,44
283,71,36,33,37
1136,173,233,229,244
554,10,92,79,56
984,372,50,46,51
693,379,47,44,48
673,155,44,46,50
309,100,34,27,27
879,223,238,237,255
1194,228,242,237,255
837,170,49,47,50
524,350,41,41,46
557,163,45,45,46
710,238,238,238,255
196,434,49,47,49
598,275,46,47,49
350,218,203,202,226
223,232,188,187,206
776,186,44,46,50
232,369,44,42,45
